Wallet,Balance,Type,,Wallet,Balance,,,,,,,,
0x575C13C07b054438a513f4968605c021856f63F8,616.405062,contract,,0xA11f19D27A73C6dfb7A700175357c1dedf79367D,737.9738511,,,,,,,15346, 0x0628C084F4b72c1297e96C7005F309ae89F982A6
0x7821f46f652D5485d6E4FE3B66F30DA3351fc6f7,614.1047926,contract,,0x503B3c4e70803C67Cd9aB5cD3e6Ff765354d09ED,577.0152043,,,,,,,2898, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x750B482C447700D5E17c0b8e6178a54e3769eCE3,613.59929,contract,,0xbe19c6549874591367f0e1f91EC8aCa01Ae7b2AF,571.1497687,,,,,,,14163, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x9702235d4999201f3Ab13226232942593E84B576,612.5627873,contract,,0xa9A0C84Fe5780d5a5C67cc14165b546F8eC6DCAb,563.5013449,,,,,,,8435, 0x80E7E06F096380DD0D3f9ceC4fDEcE370DB4CDbD
0xfbe011E5C3A81d5E00888B7705FbfDDBC6B7A17B,608.2414324,contract,,0x481A2be12532D5CD1295239557168d01C5d09708,562.1811276,,,,,,,6455, 0xbbA31530Cd8e112be845da468B72fbbFE739387A
0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,607.1754211,contract,,0x0Efe7AB3B5c5407a06ddCA68C9b489a89714c9fd,559.7037792,,,,,,,4788, 0xbbA31530Cd8e112be845da468B72fbbFE739387A
0xc9c026d92314aaA032cf493DB1058B143DBf9AFF,595.5901616,contract,,0x680800F9e4A4bf3D61856beB12F58f0f62c99257,559.0274585,,,,,,,10741, 0xbbA31530Cd8e112be845da468B72fbbFE739387A
0xA11f19D27A73C6dfb7A700175357c1dedf79367D,587.9738511,contract,,0x56baBDCA2FBA5C5832A02F282816F82aFf785c44,549.1340487,,,,,,,14097, 0xbbA31530Cd8e112be845da468B72fbbFE739387A
0x503B3c4e70803C67Cd9aB5cD3e6Ff765354d09ED,577.0152043,contract,,0x10e11E6443904faF15cdb944f3E99C321Ccc6199,547.7585906,,,,,,,20683, 0xE21428de432217B6939b46ec02D218E87F96a1c2
0xbe19c6549874591367f0e1f91EC8aCa01Ae7b2AF,571.1497687,contract,,0x0AE57350662045c32B34f3b1E70C36E4EF1502E2,548.6596106,,,,,,,18985, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0xa9A0C84Fe5780d5a5C67cc14165b546F8eC6DCAb,563.5013449,contract,,0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,544.6010008,,,,,,,15677, 0xd32f222283D295f93664B11faAC967e6826b635f
0x481A2be12532D5CD1295239557168d01C5d09708,562.1811276,contract,,0x9351c9f9062091d1c76b05b9446A34Aca2418c68,540.1058036,,,,,,,3527, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x0Efe7AB3B5c5407a06ddCA68C9b489a89714c9fd,559.7037792,contract,,0xCc55D35a19c166d9dC720D894BFfF14827D9385C,528.7627595,,,,,,,18039, 0x628cC4601166a44e5378717790c8Da50de0cce9B
0x680800F9e4A4bf3D61856beB12F58f0f62c99257,559.0274585,contract,,0x78E70c3FBA6c44c562E50c8fEc9b1871Cb1A3F8D,526.6761908,,,,,,,16589, 0x628cC4601166a44e5378717790c8Da50de0cce9B
0x56baBDCA2FBA5C5832A02F282816F82aFf785c44,549.1340487,contract,,0xde46215e67d35972f4C880D59969DD08a4c9fA28,521.0472088,,,,,,,13410, 0x628cC4601166a44e5378717790c8Da50de0cce9B
0x10e11E6443904faF15cdb944f3E99C321Ccc6199,547.7585906,contract,,0xf5ED909Ff51045A4c1a8fc194809108a6F33d656,519.1559591,,,,,,,21930, 0xE21428de432217B6939b46ec02D218E87F96a1c2
0x0AE57350662045c32B34f3b1E70C36E4EF1502E2,545,contract,,0x432FCd67815D5cC72808A7815a02373FDEE7d740,515.416514,,,,,,,19274, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,544.6010008,contract,,0x58c20084c7B26817620e08745aA0C907eCBAD2F0,499.5469492,,,,,,,23272, 0x2cE0fB9a765BA7F55d43897Dd404C8d92E9c0708
0x9351c9f9062091d1c76b05b9446A34Aca2418c68,540.1058036,contract,,0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.5777032,,,,,,,3447, 0x3895aA382876487E5F35793b8ee73aB8036DF6Ff
0xCc55D35a19c166d9dC720D894BFfF14827D9385C,528.7627595,contract,,0x335D81BdE46e127228b1E6a767B9A5A764bFCbDe,493.8627815,,,,,,,12378, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x78E70c3FBA6c44c562E50c8fEc9b1871Cb1A3F8D,526.6761908,contract,,0xB47CC890D19d39bA9D5c95ec291b91E1198470d5,493.0496386,,,,,,,11349, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xde46215e67d35972f4C880D59969DD08a4c9fA28,521.0472088,contract,,0xF381896eb9280dCb2099523149D42F7b1Ed43E9A,492.6593488,,,,,,,8048, 0x33Caf1E780FC8a92247F42A220cAEAFdE3B5D553
0xf5ED909Ff51045A4c1a8fc194809108a6F33d656,519.1559591,contract,,0xd1629474d25a63B1018FcC965e1d218A00F6CbD3,492.5600162,,,,,,,22299, 0xefb3141fF2CC4BAcC32274560F67Ce44A02b47a2
0x432FCd67815D5cC72808A7815a02373FDEE7d740,515.416514,contract,,0x97945356AcB19a96B4B88cf870AA78EC2c712F99,487.5937603,,,,,,,14261, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0x58c20084c7B26817620e08745aA0C907eCBAD2F0,499.5469492,contract,,0x4BC0D1333D0a2ACa84c52a96C089798a1f41dbc3,487.5212918,,,,,,,22813, 0x5477729b43A0A9beA8c41367C62e7864123B57d8
0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.5777032,contract,,0xEc35804C1E0941C4216D19cEaee100AA02a4F9eb,481.3386074,,,,,,,20242, 0xFd86D28a6dF8635C47AF7c6Ac5597893070D6336
0x335D81BdE46e127228b1E6a767B9A5A764bFCbDe,493.8627815,contract,,0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,479.482055,,,,,,,16613, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xB47CC890D19d39bA9D5c95ec291b91E1198470d5,493.0496386,contract,,0xDc01F5c0300d3Cdee505A04D633B71269Af18421,478.6217155,,,,,,,19510, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xF381896eb9280dCb2099523149D42F7b1Ed43E9A,492.6,contract,,0x9730299b10A30bDbAF81815c99b4657c685314AB,476.3830751,,,,,,,11476, 0xc0719b1040f7f8e904A6509F99335656C1d881eD
0xd1629474d25a63B1018FcC965e1d218A00F6CbD3,492.5600162,contract,,0xdba64f019c92649CF645D598322AE1aE2318e55b,678.4719417,,,,,,,21391, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x97945356AcB19a96B4B88cf870AA78EC2c712F99,487.5937603,contract,,0x139267b135942416E1d2D9CB8E67b8A4ff213557,469.6366569,,,,,,,3225, 0x10e11E6443904faF15cdb944f3E99C321Ccc6199
0x4BC0D1333D0a2ACa84c52a96C089798a1f41dbc3,487.5212918,contract,,0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,465.258619,,,,,,,8847, 0x6994ba66FD6789044c4aD43786CC16840d099C8a
0xEc35804C1E0941C4216D19cEaee100AA02a4F9eb,481.3386074,contract,,0xBEE8bbBC85f226F2FC2490901f48958c41DF152d,463.0245193,,,,,,,20713, 0x22CAb81E0FEe2bad5b015DbBEB6A374A1B8738de
0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,479.482055,contract,,0x45A27FBA10e82b3121cD5Be0Aa5E22042c1E3615,458.0216436,,,,,,,23393, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xDc01F5c0300d3Cdee505A04D633B71269Af18421,478.62,contract,,0x83fEBcf72458393A3957cc9793A9F04FF59A3d45,456.2502108,,,,,,,10777, 0xa865fF51D15dcAc4973F73E13A8656ac3E748720
0x9730299b10A30bDbAF81815c99b4657c685314AB,476.3830751,contract,,0x17c329410827c44773143be72Cf0eaf54DbD59d1,455.4755026,,,,,,,18861, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0xdba64f019c92649CF645D598322AE1aE2318e55b,474.646503,contract,,0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,454.5714496,,,,,,,1469, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x139267b135942416E1d2D9CB8E67b8A4ff213557,469.6366569,contract,,0x30031Dbdd76d548FEeB331Ad5bFCDAaEd3c4Af08,453.718035,,,,,,,4079, 0xF1E34bdc4D2316f27a5A61E2d5679292Faf67A4f
0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,465.258619,contract,,0x44a529F72C9F5888C69e0F4A2614D91fd289aF7a,453.3384812,,,,,,,14297, 0x93468aDecDcCD18131ce1fd8cAEed68fB3de43e7
0xBEE8bbBC85f226F2FC2490901f48958c41DF152d,463.0245193,contract,,0xe9aF007819204ae349808A8C12C2c5134C6A1f33,450.1659673,,,,,,,11354, 0x2848b9f2D4FaEBaA4838c41071684c70688B455d
0x45A27FBA10e82b3121cD5Be0Aa5E22042c1E3615,458.0216436,contract,,0xB16C93cb45553bB442812034981FE44446Fd776B,450.0442482,,,,,,,17276, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0x83fEBcf72458393A3957cc9793A9F04FF59A3d45,456.2502108,contract,,0x8CbF96319b3C56d50a7C82EFb6d3c46bD6f889Ba,450.044182,,,,,,,22460, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x17c329410827c44773143be72Cf0eaf54DbD59d1,455.4755026,contract,,0xFa5Ec0f794D1A7b96b3eA6d8F8bD6474573dB0E6,439.3754107,,,,,,,7533, 0x34EC9c1D89cE8Afa701D079FD908FcA95f49667a
0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,454.5714496,contract,,0xD4921407422A3E64F6ae78A0c38221a1119C8B7c,435.9590215,,,,,,,2571, 0x1152D50E819d5094a2B233e8CD8b62c5BCf99bEA
0x30031Dbdd76d548FEeB331Ad5bFCDAaEd3c4Af08,453.718035,contract,,0x8238892095d3BAc5322894e84F349BCd52F843d5,427.2094428,,,,,,,12583, 0x5477729b43A0A9beA8c41367C62e7864123B57d8
0x44a529F72C9F5888C69e0F4A2614D91fd289aF7a,453.3384812,contract,,0x22dA1eEdeBC60C1b8c3a0c48f5C81BBE2b943dD9,425.3690081,,,,,,,14649, 0x76E059C6FF6bf9FFFD5f33AFdf4AB2FD511C9DF4
0xe9aF007819204ae349808A8C12C2c5134C6A1f33,450.1659673,contract,,0x41b7533741E01B47aCD3B41292a7D109E5a3d8Fc,423.9932028,,,,,,,22099, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0xB16C93cb45553bB442812034981FE44446Fd776B,450.0442482,contract,,0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.8058737,,,,,,,20014, 0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F
0x8CbF96319b3C56d50a7C82EFb6d3c46bD6f889Ba,450,contract,,0x8bA89f1c8e3D7543E1D74a82e0388373F28C36bA,414.5059435,,,,,,,3458, 0x70C9666B338795DdAb8f4bd67F580B1D9234b8Dc
0xFa5Ec0f794D1A7b96b3eA6d8F8bD6474573dB0E6,439.3754107,contract,,0xE1bCD0f5c6c855ee3452B38E16FeD0b7Cb0CC507,412.4545324,,,,,,,18513, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xD4921407422A3E64F6ae78A0c38221a1119C8B7c,435.9590215,contract,,0xb19BC46C52A1352A071fe2389503B6FE1ABD50Ff,408.7254145,,,,,,,24878, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x8238892095d3BAc5322894e84F349BCd52F843d5,427.2094428,contract,,0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,408.7169652,,,,,,,13071, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x22dA1eEdeBC60C1b8c3a0c48f5C81BBE2b943dD9,425.3690081,contract,,0x0545a605a6B0c42Bb5bD01F918e17d7347095ACC,401.9286145,,,,,,,20636, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x41b7533741E01B47aCD3B41292a7D109E5a3d8Fc,423.9932028,contract,,0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,,,,,,,12259, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xdc25324B8186DE47A976191a54ea0366428Af632,423.0732431,contract,,0xc3eE951D510aAb239a5bAf329086Dd10a6a80629,399.305951,,,,,,,23145, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.8058737,contract,,0x8a26529afDDcf6DB1f54A8F24b6834B0761b7E66,398.3583153,,,,,,,10842, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x8bA89f1c8e3D7543E1D74a82e0388373F28C36bA,414.5059435,contract,,0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,486.5349547,,,,,,,15604, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xE1bCD0f5c6c855ee3452B38E16FeD0b7Cb0CC507,412.4545324,contract,,0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,,,,,,,13649, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xb19BC46C52A1352A071fe2389503B6FE1ABD50Ff,408.7254145,contract,,0x43edCBE5be576B5FdAC57e3ab552B36a256bCBA7,393.9750501,,,,,,,13830, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,408.7169652,contract,,0x18C6A47AcA1c6a237e53eD2fc3a8fB392c97169b,405.7836369,,,,,,,21611, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x0545a605a6B0c42Bb5bD01F918e17d7347095ACC,401.9286145,contract,,0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862752,,,,,,,19942, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,contract,,0xDd0D9308906a83572a0dbe6c0E77b43C8913D013,392.6338433,,,,,,,17173, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xc3eE951D510aAb239a5bAf329086Dd10a6a80629,399.305951,contract,,0x473dbE59980321022F4487b49D96bdAc43cee78F,391.9825047,,,,,,,20540, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x8a26529afDDcf6DB1f54A8F24b6834B0761b7E66,398.3583153,contract,,0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,387.8056243,,,,,,,14104, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,397.8652635,contract,,0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,387.6693866,,,,,,,11892, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,contract,,0x88d5EB1993dD04bf2175f940e64fD49A90D13F8b,386.4514293,,,,,,,24895, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x43edCBE5be576B5FdAC57e3ab552B36a256bCBA7,393.9750501,contract,,0x74CDeBEf01f3eebeB04f5268E089b59aC0DF9AaF,382.8721236,,,,,,,18218, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x18C6A47AcA1c6a237e53eD2fc3a8fB392c97169b,393.9647569,contract,,0x1C190aea1409aC9036ED45E829de2018002Ac3D7,378.593789,,,,,,,21064, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862752,contract,,0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,,,,,,,15321, 0xc0893fA01108f50fa2A04e2ccEE815376EC56233
0xDd0D9308906a83572a0dbe6c0E77b43C8913D013,392.6338433,contract,,0xad1A74a31b00ED0403Bb7d8B11130E30Ae15853C,375.6727076,,,,,,,14290, 0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F
0x473dbE59980321022F4487b49D96bdAc43cee78F,391.9825047,contract,,0xD1288262eD6E22d415f72AB85c450b277BE130c3,371.6754332,,,,,,,1138, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,387.8056243,contract,,0x303f68639795A93778a205b8c050bd1D1136Cb95,364.4351675,,,,,,,20606, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,387.6693866,contract,,0x68D3d9291424331063E74086d514F19E3F4Edd5e,363.881659,,,,,,,17074, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0x88d5EB1993dD04bf2175f940e64fD49A90D13F8b,386.4514293,contract,,0xD98b668744767aE6E9F437c0a09C4E414E05f832,360.9661469,,,,,,,14393, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x74CDeBEf01f3eebeB04f5268E089b59aC0DF9AaF,382.8721236,contract,,0x2017E5195fF122d29AB94Dd422C50e4B52b7Abd7,360.464027,,,,,,,2855, 0x5AA59e166E4405C05ABF85AD44A8ED84A1d51a06
0x1C190aea1409aC9036ED45E829de2018002Ac3D7,378.593789,contract,,0x71fcE3F04cd3EEFC397eD46e70f83e1491D7eEF2,357.7945491,,,,,,,17244, 0x1A760e3A431c8B9C075eD1280C8835a1a0F1651b
0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,contract,,0xc19feA1B78A7E21E77B3160C10e69A3869A7b75A,355.6631806,,,,,,,12590, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0xad1A74a31b00ED0403Bb7d8B11130E30Ae15853C,375.6727076,contract,,0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,,,,,,,21869, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0xD1288262eD6E22d415f72AB85c450b277BE130c3,371.6754332,contract,,0x80adc6DA57e97F33035899962278A5FAfF8492E4,345.1795563,,,,,,,3205, 0xa33Aa58FD2795eA89a84C19CACDad50915194980
0x303f68639795A93778a205b8c050bd1D1136Cb95,364.4351675,contract,,0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,344.8046833,,,,,,,956, 0xaFB2735179C625dD1D199b415a88A32C5D0fcCCE
0x68D3d9291424331063E74086d514F19E3F4Edd5e,363.881659,contract,,0x0EF13F0A855aDC205d3888704b53bfbA7121AE5C,341.3309165,,,,,,,5928, 0xd32f222283D295f93664B11faAC967e6826b635f
0xD98b668744767aE6E9F437c0a09C4E414E05f832,360.9661469,contract,,0x4eDb4161D16c89b71Aec027930a943c3d4cf0777,336.4037784,,,,,,,21702, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0x2017E5195fF122d29AB94Dd422C50e4B52b7Abd7,360.464027,contract,,0xC0fca04Ff8721462c53d848610818b25427B5b29,333.007736,,,,,,,15633, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x71fcE3F04cd3EEFC397eD46e70f83e1491D7eEF2,357.7945491,contract,,0xa59e113fbef3B4129bAef6b5355dFf683851aFA7,331.2638785,,,,,,,6486, 0xbD6F5BdC401AB1Ca811e40755f4A2ddAd75cE2cc
0xc19feA1B78A7E21E77B3160C10e69A3869A7b75A,355.6631806,contract,,0xd6715f048B7812F6fcFd04a84CcE9F391968e705,329.8438072,,,,,,,5602, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,contract,,0x16A383b0853926A0a43A809C7a9990DF7b4bD98a,329.18095,,,,,,,15460, 0x99F6d5197004FFe49e7b3C627EAd81CDc3A74283
0x80adc6DA57e97F33035899962278A5FAfF8492E4,345.1795563,contract,,0xAE53c04D9bCcc1198167E538782805546f851603,325.1545495,,,,,,,20744, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,344.8046833,contract,,0x61477Eaa5E33400acC353390Ca001Be0Eb706eb4,321.8150566,,,,,,,22638, 0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e
0x0EF13F0A855aDC205d3888704b53bfbA7121AE5C,341.3309165,contract,,0x4Faf6D6819A7f9085bA6587b867Ec6ac20aC6641,319.4678812,,,,,,,7456, 0x77427023E70Cafd983dABaF3488D8D83ECB15b96
0x4eDb4161D16c89b71Aec027930a943c3d4cf0777,336.4037154,contract,,0x0464349e7012a83C965D672E9eca3896A1260624,317.8048704,,,,,,,20155, 0xe54bee8258A2fE65095516f199034a08C02E35fE
0xC0fca04Ff8721462c53d848610818b25427B5b29,333.007736,contract,,0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,315.316155,,,,,,,21076, 0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f
0xa59e113fbef3B4129bAef6b5355dFf683851aFA7,331.2638785,contract,,0x7dA08FBa7A69c67c0D06fD433aF0C53F9c75CeE8,314.5318274,,,,,,,17160, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0xd6715f048B7812F6fcFd04a84CcE9F391968e705,329.8438072,contract,,0x85DD4Aa67959158257be2f385dd223Ed4Aa53EFe,313.7606568,,,,,,,24467, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x16A383b0853926A0a43A809C7a9990DF7b4bD98a,329.18095,contract,,0x78e9021B3E161546bCb670Ec88c4F50760808Ad8,312.7419662,,,,,,,13954, 0xa9A0C84Fe5780d5a5C67cc14165b546F8eC6DCAb
0xAE53c04D9bCcc1198167E538782805546f851603,325.1545495,contract,,0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.5878709,,,,,,,2152, 0x7404BEcAd09351583443720f8f520f689E93359e
0x61477Eaa5E33400acC353390Ca001Be0Eb706eb4,321.8150566,contract,,0x54Aee68348F870302083b397A73E0AF70b3c68Cb,307.6962563,,,,,,,17510, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x4Faf6D6819A7f9085bA6587b867Ec6ac20aC6641,319.4678812,contract,,0x482d63381DeD49C5374C346F38fcb9cD27B5D2Ba,329.374687,,,,,,,8478, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x0464349e7012a83C965D672E9eca3896A1260624,317.8048704,contract,,0x276796eaB6E6b78b47f040c08e603b20687959fe,300,,,,,,,13927, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,315.316155,contract,,0x4D64152d23260F399af956c6A777740Cfc263d1C,299.180799,,,,,,,18808, 0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00
0x7dA08FBa7A69c67c0D06fD433aF0C53F9c75CeE8,314.5318274,contract,,0xb7b1Cc940Cc88640089028d4910De22E39e6D117,297.1811809,,,,,,,23672, 0xDe34393312C0C1e97e404d18A04580E9610e063C
0x85DD4Aa67959158257be2f385dd223Ed4Aa53EFe,313.7606568,contract,,0x3BaC1185Ce631D2AfF051C4894BeAf4071be1993,296.1579324,,,,,,,19544, 0x3d856ae467561f78Cfe32318D9DD3f89957EfeEB
0x78e9021B3E161546bCb670Ec88c4F50760808Ad8,312.7419662,contract,,0x67b4F300e6623DbE6f0358A87B16727781DF2160,293.7244276,,,,,,,11095, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.5878709,contract,,0x63Eb17f24FDF1a9e286831fE21ACf72C975E88fE,286.707121,,,,,,,20203, 0x76E059C6FF6bf9FFFD5f33AFdf4AB2FD511C9DF4
0x54Aee68348F870302083b397A73E0AF70b3c68Cb,307.6962563,contract,,0xEfbc59a62D3cdB3CC8b9395b8e7010f59E5e01BB,285.9372667,,,,,,,6310, 0x4177a5c0E2369F6830A4c3825aFc8fB3Dd47790D
0x482d63381DeD49C5374C346F38fcb9cD27B5D2Ba,303.0299506,contract,,0x98De69Fc87790bF9679e5B781a03e6821F3d2F75,285.8808818,,,,,,,19008, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x276796eaB6E6b78b47f040c08e603b20687959fe,300,contract,,0x4F086538EA410fe7aD1fd369E586cf39DCCA024D,285.1118178,,,,,,,21565, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0x4D64152d23260F399af956c6A777740Cfc263d1C,299.180799,contract,,0x98289029B0d4bB73Ead9Eb1A3300eD724Fcf6779,283.8080052,,,,,,,24621, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0xb7b1Cc940Cc88640089028d4910De22E39e6D117,297.1811809,contract,,0xc7a00B2635339d1C4EB7A22AC73f53b7a9bD0613,281.3359453,,,,,,,23923, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0x3BaC1185Ce631D2AfF051C4894BeAf4071be1993,296.1579324,contract,,0x11CDb878196AacE05362e7CaA01dE4Ac1D039edC,280.7791388,,,,,,,5419, 0x4eb172821B5bC013269c4F6f6204F092D44197EC
0x67b4F300e6623DbE6f0358A87B16727781DF2160,293.7244276,contract,,0x77f379C6EDEE12340a4Ea062d3bc571417E2b2aA,280.7497873,,,,,,,10913, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x63Eb17f24FDF1a9e286831fE21ACf72C975E88fE,286.707121,contract,,0x0F7c548C3c100e1AD6A1F092D95884Cc4dCEf4bB,280.0546821,,,,,,,1233, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0xEfbc59a62D3cdB3CC8b9395b8e7010f59E5e01BB,285.9372667,contract,,0xdE312Cc0910EB6b6a30e9Ee0c9C4A08c40CD2265,279.1229144,,,,,,,23229, 0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e
0x98De69Fc87790bF9679e5B781a03e6821F3d2F75,285.8808818,contract,,0xE7dcF2B7bb30C638c67c3C2A6f3bb18335570B92,278.4869431,,,,,,,17325, 0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F
0x4F086538EA410fe7aD1fd369E586cf39DCCA024D,285.1118178,contract,,0xc3fd1227DA579220Afeb28B400DaCC4Ad6523c7c,271.6207671,,,,,,,12061, 0x6994ba66FD6789044c4aD43786CC16840d099C8a
0x98289029B0d4bB73Ead9Eb1A3300eD724Fcf6779,283.8080052,contract,,0xEcd934E335B71a6bB41cc43bc1C3A21AcA4b22Dc,265.5944203,,,,,,,15101, 0x66ab6A57322aC5FD7026662675Db0E83307e025E
0xc7a00B2635339d1C4EB7A22AC73f53b7a9bD0613,281.3359453,contract,,0x8c3FDd55E928e5d6499388d6A7767E05782d642A,261.0484869,,,,,,,17233, 0x284aA770c801698e77dbA304c6caADbA6fFDe9ff
0x11CDb878196AacE05362e7CaA01dE4Ac1D039edC,280.7791388,contract,,0x37fD5Ad757C529a88F144d9D5F72dF8AE3083049,275.9689481,,,,,,,24958, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x77f379C6EDEE12340a4Ea062d3bc571417E2b2aA,280.7497873,contract,,0xDFBCd20078b4346c185DEe24d143ad2f98956Ac7,259.6280059,,,,,,,5113, 0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F
